Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10FMR_est,se.fmr,log10dens.est,se.dens
Rattus_hoogerwerfi,Rodentia,Muridae,Rattus,hoogerwerfi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,165,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,VU,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2094198917511974,0.07053355623547956,2.7543579391361304,0.06595030274404716
Rattus_jobiensis,Rodentia,Muridae,Rattus,jobiensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,380,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 206:322-413 (1991),Rattus_hoffmanni,Bulletin of the American Museum of Natural History 206:322-413 (1991),Occurs on large land bridge islands,NT,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.4576981417435126,0.06611398799613506,2.6889647580807363,0.08141749226909845
Rattus_koopmani,Rodentia,Muridae,Rattus,koopmani,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,142.5,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1687544561056624,0.07344585455161556,2.7658498730640666,0.06341747943917432
Rattus_korinchi,Rodentia,Muridae,Rattus,korinchi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,131,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.131796511796626,0.06531639016208157,2.7724457949420627,0.06199639562485266
Rattus_leucopus,Rodentia,Muridae,Rattus,leucopus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,171.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2162771367275016,0.0655394181425113,2.751237843740599,0.06664957846032056
Rattus_losea,Rodentia,Muridae,Rattus,losea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.980946901116284,0.07437792447190733,2.81410047368544,0.05370160386844097
Rattus_lugens,Rodentia,Muridae,Rattus,lugens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,224,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3057563312844773,0.07378502950254434,2.730394722282301,0.07143387349728046
Rattus_lutreolus,Rodentia,Muridae,Rattus,lutreolus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,106,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.050227603594598,0.05726750973341617,2.789045071260737,0.058538906915910724
Rattus_macleari,Rodentia,Muridae,Rattus,macleari,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,148.9,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,EX,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1748250903529565,0.06780511944278096,2.762406063520619,0.0641691677888134
Rattus_marmosurus,Rodentia,Muridae,Rattus,marmosurus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,217,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2876455405904546,0.06538141832402268,2.7328834350862805,0.07085300663986206
Rattus_mindorensis,Rodentia,Muridae,Rattus,mindorensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,136,Assumed isometric based on head-body length,American Museum Novitates 802: 1-10 (1935),Rattus_hoffmanni,Bulletin of the American Museum of Natural History 206:322-413 (1991),Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1542753246723474,0.07386603628256222,2.769509576437519,0.06262590436275227
Rattus_mollicomulus,Rodentia,Muridae,Rattus,mollicomulus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,143.2,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,VU,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.170111996666963,0.07337085796260054,2.765465752531405,0.06350099967816172
Rattus_montanus,Rodentia,Muridae,Rattus,montanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,136,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,EN,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1520402964678205,0.07193718696343258,2.769509576437519,0.06262590436275227
Rattus_mordax,Rodentia,Muridae,Rattus,mordax,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,230,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3052323692692145,0.06563668564430225,2.728322675590353,0.07191933199875036
Rattus_morotaiensis,Rodentia,Muridae,Rattus,morotaiensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,148.3,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.176173484089749,0.06929921317244288,2.762722569478153,0.06409981410500103
Rattus_nativitatis,Rodentia,Muridae,Rattus,nativitatis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,149.3,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,EX,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.175091330467435,0.0677220900834696,2.762195767300629,0.06421527824749507
Rattus_nikenii,Rodentia,Muridae,Rattus,nikenii,1,0,0,0,Imputed,PHYLACINE 1.2,184,Imputed,PHYLACINE 1.2,NA,NA,Occurs on small land bridge islands,VU,No,69,0,31,Imputed 000 Species,PHYLACINE 1.2,2.237717734479168,0.06639835470593168,2.7458144230559807,0.06787609357929146
Rattus_niobe,Rodentia,Muridae,Rattus,niobe,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,46.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8176709117796275,0.06617633567779865,2.8543128603600265,0.04721253344902295
Rattus_nitidus,Rodentia,Muridae,Rattus,nitidus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.148167726293567,0.07268558081084418,2.770963938544906,0.06231346537125276
Rattus_norvegicus,Rodentia,Muridae,Rattus,norvegicus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,356.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.447060299109917,0.07276338848341625,2.6939248414486667,0.08019467385864676
Rattus_novaeguineae,Rodentia,Muridae,Rattus,novaeguineae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on large land bridge islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.13928157896065,0.06634648960877894,2.771258077235197,0.06225042607046032
Rattus_omichlodes,Rodentia,Muridae,Rattus,omichlodes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,71.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9520674942581482,0.065918357256051,2.819581427624193,0.05271528481742504
Rattus_osgoodi,Rodentia,Muridae,Rattus,osgoodi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,93,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0386055097423412,0.073196112943925,2.799301308758958,0.056498064822304545
Rattus_palmarum,Rodentia,Muridae,Rattus,palmarum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,491,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 206:322-413 (1991),Rattus_hoffmanni,Bulletin of the American Museum of Natural History 206:322-413 (1991),Occurs only on isolated islands,VU,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.5443785092637996,0.07393849488592519,2.6688760735246033,0.08643326992283246
Rattus_pelurus,Rodentia,Muridae,Rattus,pelurus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,472,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 206:322-413 (1991),Rattus_niobe,Bulletin of the American Museum of Natural History 206:322-413 (1991),Occurs only on isolated islands,DD,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.523184349232657,0.06568677349907256,2.6719696619216187,0.0856546681979998
Rattus_pococki,Rodentia,Muridae,Rattus,pococki,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,82.8,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9955606187012453,0.06552884667208689,2.8084077397319094,0.054755156152931576
Rattus_praetor,Rodentia,Muridae,Rattus,praetor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,204.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2692239350233523,0.0661639706153802,2.737687614653435,0.06973875064412258
Rattus_pyctoris,Rodentia,Muridae,Rattus,pyctoris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,136,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.15449365084541,0.07309286798169287,2.769509576437519,0.06262590436275227
Rattus_ranjiniae,Rodentia,Muridae,Rattus,ranjiniae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,120,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.111814665205104,0.0690909725165584,2.779320848489351,0.060542783308444814
Rattus_rattus,Rodentia,Muridae,Rattus,rattus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,178.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.236347545891367,0.07344164085191499,2.748281150761236,0.06731654021726349
Rattus_richardsoni,Rodentia,Muridae,Rattus,richardsoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,64.3,Assumed isometric based on head-body length,American Museum Novitates 802: 1-10 (1935),Rattus_annandalei,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on large land bridge islands,VU,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.91862186517917,0.06652466724633314,2.8282295571051757,0.05121884510213361
Rattus_salocco,Rodentia,Muridae,Rattus,salocco,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,334,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,DD,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.4183931806192187,0.06535162131585431,2.6990791651768378,0.07893114559358329
Rattus_sanila,Rodentia,Muridae,Rattus,sanila,1,0,0,0,Imputed,PHYLACINE 1.2,180,Reported,"Turvey, S. T., et al. 2011. The ghosts of mammals past: biological and geographical patterns of global mammalian extinction across the Holocene. Philosophical Transactions of the Royal Society B: Biological Sciences 366:2564-2576.",NA,NA,Occurs only on isolated islands,EP,Yes,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2307407208289987,0.06590337188297515,2.7475373027163217,0.06748498012474977
